,0,v1
2915,goal arsen 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsen 2 goal margin 78 min,ham
2916,wait 2 min stand bu stop,ham
2917,littl difficult simpl way enter place,ham
2918,prof pass paper sem congrat student enna kalaachutaarama prof gud mrng,ham
2919,haha awesom 4u coupl time come,ham
2920,ok lar joke wif u oni,ham
2921,yeah fact ask need anyth like hour ago much,ham
2922,evri emot dsn hav word evri wish dsn hav prayr u smile world wit u othrwis even drop tear dsn lik 2 stay wit u b happi good morn keep smile,ham
2923,that cool want pleas,ham
2924,haha realli oh deduct lesson tmr,ham
2925,dun wear jean lor,ham
2926,pl give prometazin syrup 5ml lt gt min later feed,ham
2928,gud mrng dear hav nice day,ham
2929,k addi amp art get home,ham
2930,first time dhoni rock,ham
2931,good friend care close friend understand true friend stay forev beyond word beyond time gud ni8,ham
2933,home pleas call,ham
2934,finish alreadi yar keep say mushi embarrass ok,ham
2935,wrong phone phone answer one assum peopl well,ham
2936,lol yep yesterday alreadi got fireplac anoth icon sit,ham
2937,sri da jst nw came home,ham
2938,u knw di lt gt,ham
2939,nosi guess idk react freak,spam
2940,awesom think get 8th usf time tonight,ham
2943,happi new year dear brother realli miss got number decid send text wish happi abiola,spam
2945,oh grand bit parti mention cover charg probabl first come first serv,ham
2946,still look car buy gone 4the drive test yet,ham
2947,4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt,ham
2948,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,ham
2949,geeeee internet realli bad today eh,ham
2950,yo around friend mine lookin pick later tonight,ham
2953,place ur point e cultur modul alreadi,ham
2955,collect valentin weekend pari inc flight hotel å 200 prize guarante text pari 69101 www rtf sphost com,ham
2956,kind miss train co asthma attack nxt one half hr drive sure park,ham
2957,oh thank lot alreadi bought 2 egg,spam
2958,crazi ar marri ìï like gd look guy fren like say korean leona fave dun thk aft think mayb prob go,ham
2959,great news call freefon 08006344447 claim guarante å 1000 cash å 2000 gift speak live oper,ham
2960,usf guess might well take 1 car,ham
2961,free msg rington http tm widel com index wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05,ham
2962,finish class,ham
2964,sure mean get,ham
2965,never noth,ham
2966,pick bout 7 30ish time go,ham
2967,ex wife abl kid want kid one day,ham
2969,yeh indian nice tho kane bit shud go 4 drink sometim soon mite hav 2 go 2 da work 4 laugh soon love pete x x,ham
2971,honestli made love cup tea promptli drop key burnt finger get,ham
2974,3 receiv mobil content enjoy,ham
2975,tkt euro2004 cup final å 800 cash collect call 09058099801 b4190604 pobox 7876150ppm,ham
2976,pride almost lt gt year old takin money kid suppos deal stuff grownup stuff tell,ham
2977,place get room cheap,ham
2978,come room cannot come hous co hous still messi haha,spam
2979,ebay might less elsewher,ham
2980,joy father john john name joy father mandan,ham
2981,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info www 100percent real com,ham
2982,callin say hi take care bruv,ham
2983,revers cheat mathemat,ham
2984,lol enjoy role play much,ham
2986,today offer claim ur å 150 worth discount voucher text ye 85023 savamob member offer mobil cs 08717898035 å 3 00 sub 16 unsub repli x,ham
2987,leav u alway ignor,ham
2988,oki,spam
2989,sister law hope great month say hey abiola,ham
2990,late k wish,spam
2992,avail soire june 3rd,ham
2993,ur chanc win å 250 wkli shop spree txt shop 80878 c www txt 2 shop com custcar 08715705022 1x150p wk,ham
2994,usual person unconsci children adult may behav abnorm call,ham
2998,ju tell u dat b leav 4 shanghai 21st instead haf time 2 meet cya,ham
2999,meet librari,ham
3001,aight ask roommat,ham
3003,u dogbreath sound like jan c thatåõ al,spam
3004,u horribl gal u knew dat go wif yest n u still come n ask,ham
3005,k girl wait recept ah,ham
3006,sorri call later,ham
3007,yup ì_ comin,spam
3008,wat r u busi wif work,spam
3009,time think need know near campu,ham
3010,e time go w u lor,ham
3011,hi hope u r ok said would text u seen let gentli pleas,ham
3012,ye princess go make moan,spam
3015,good good billi mate gone jog enjoy concert,ham
3016,dont file bag work call tell find anyth room,ham
3018,claim 200 shop spree call 08717895698 mobstorequiz10ppm,ham
3019,cool night lemm know around,ham
3020,emigr someth ok mayb 5 30 bit hope,ham
3021,long time rememb today,ham
3022,okay lor wah like def wont let us go haha say term condit,ham
3023,wot u 2 bitch,ham
3024,gift tri get throw cliff someth,ham
3025,move morphin,ham
3026,class hour sorri,ham
3027,like talk pa abl dont know,ham
3028,cool shall go see go tip anyway home got someth drop later let go town tonight mayb mum take us,ham
3029,seem unnecessarili hostil,ham
3030,competit,ham
3031,oh unintent bad time great finger train play along give fifteen min warn,ham
3032,stupid possibl,ham
3034,call unabl cal let meet bhaskar deep,ham
3035,u talk,ham
3036,mm entir sure understood text hey ho weekend,ham
3037,2nd time tri contact u u å 400 prize 2 claim easi call 087104711148 10p per minut bt nation rate,ham
3038,hey forget mine possess properti mmm childish smile,ham
3039,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap 82468,ham
3040,back amp pack car let know room,ham
3041,yup,ham
3042,find sent offlin messag know anjola,ham
3044,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,ham
3045,yeah think usual guy still pass last night get ahold anybodi let know throw,ham
3046,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8,ham
3047,pleas call 08712402902 immedi urgent messag wait,ham
3048,call get chanc plz lt 3,ham
3049,û go tri 2 month ha ha joke,ham
3051,gibb unsold mike hussey,ham
3052,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl,ham
3053,today go colleg abl atten class,ham
3054,im inperialmus listening2th weirdest track ever byåóleafcutt johnåó sound like insect molest someon plumb remix evil men acid,spam
3055,lol tri make day littl interest,ham
3056,awesom see bit,ham
3057,wish great semest,spam
3058,hello site download song urgent pl,ham
3059,reach ten morn,ham
3060,know lab goggl went,ham
3061,dad went oredi,ham
3062,wait e car 4 mum lor u leh reach home alreadi,spam
3063,horribl gal sch stuff come u got mc,ham
3064,send naughti pix,ham
3065,ok ill send lt decim gt ok,spam
3066,quit know still get hold anyon cud pick bout 7 30pm see pub,ham
3067,pass di ur contact n see wat u get red luv wid u blue u put smile face purpl u r reali hot pink u r swt orang thnk lyk u green reali wana go wid u yelow wnt u bck black jealou u brown miss nw plz giv one color,ham
3068,one regist subscrib u enter draw 4 100 g b gift voucher repli enter unsubscrib text stop,ham
3069,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr 82277 å 1 50 sp tyron,ham
3070,ìï home work meh,ham
3071,length e e top shorter n got fring thk go liao lazi dun wan 2 distract u also,ham
3072,accident delet messag resend pleas,ham
3073,bishan lar nearer need buy earli co buy gotta park car,ham
3075,ya srsli better yi tho,ham
3076,send yetti number pl,ham
3078,mine like fr china noisi,ham
3079,k k give treat,ham
3081,hey bore think u wat r u,ham
3083,go n buy juz buy get lar,ham
3084,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,ham
3085,aiya discuss later lar pick ì_ 4,ham
3086,lunch onlin,ham
3087,way,ham
3088,stitch trouser,ham
3090,call time job today ok umma ask speed,spam
3091,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf,ham
3092,might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,ham
3093,juz rememb gotta bath dog today,ham
3096,wonder other took,ham
3097,well boy glad g wast night applebe noth,ham
3098,slept thinkthi time lt gt pm danger,ham
3099,nooooooo gonna bore death day cabl internet outag,ham
3100,stupid auto correct phone,ham
3101,honeymoon outfit,ham
3102,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,ham
3104,well told other marri,ham
3105,realli dude friend afraid,ham
3107,decid yet eh,ham
3108,dont flatter tell man mine two pint carlin ten minut pleas,ham
3109,realli get hang around,spam
3110,film ill call later,ham
3111,got back dislik bed,ham
3114,ok lor earli still project meet,ham
3115,night night see tomorrow,ham
3117,eh u send wrongli lar,ham
3118,look fuckin time fuck think,ham
3119,hey u fanci meetin 4 cha åð hav lil beverag txt ring meet l8r quit tire got 3 v pist love pete x x x,ham
3120,lmao take pic send,ham
3121,got ga money chanc gang want go grand natur adventur,spam
3122,ever one foot,ham
3123,convey regard,ham
3124,dear call,spam
3125,geeee miss alreadi know think fuck wait till next year togeth love kiss,ham
3126,got call landlin number ask come anna nagar go afternoon,ham
3127,alright set text man,ham
3129,hello hello hi lou sorri took long 2 repli left mobil friend lancast got bak neway im sorri couldnåõt make ur båõday 2 hun,ham
3131,r u scratch,ham
3132,guy get use dumb realiz,ham
3133,mysteri solv open email sent anoth batch sweeti,ham
3134,ugh u apolog admit u wrong ask take u back,ham
3136,ok wont call disturb one know avoid burden,ham
3137,free entri 2 wkli comp win fa cup final tkt 21st may 2005 text fa 87121 receiv entri question std txt rate c appli 08452810075over18,ham
3138,lara said loan lt gt,ham
3139,today offer claim ur å 150 worth discount voucher text ye 85023 savamob member offer mobil cs 08717898035 å 3 00 sub 16 unsub repli x,spam
3140,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,ham
3141,world famamu,ham
3143,regist subscrib yr draw 4 å 100 gift voucher b enter receipt correct an next olymp txt an 80062,ham
3144,want go,ham
3145,pleas tell car key purs,ham
3146,realli crash cuddl sofa,ham
3147,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,ham
3148,wow never realiz embarass accomod thought like sinc best could alway seem happi cave sorri give sorri offer sorri room embarass,ham
3149,hey tell blake address carlo want meet got lost answer phone,ham
3150,pl go today lt gt dont want excus,ham
3151,ìï give time walk,spam
3152,depend u go lor,ham
3154,stuck da middl da row da right hand side da lt,ham
3155,good even ttyl,ham
3156,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,ham
3157,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight,ham
3159,yoyyooo u know chang permiss drive mac usb flash drive,ham
3160,today system sh get readi well also deep well,ham
3161,gonna home soon want talk stuff anymor tonight k cri enough today,ham
3162,uhhhhrmm isnt tb test bad your sick,spam
3165,watch live,spam
3166,hope youåõr much fun without see u tomorrow love jess x,ham
3167,free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c pocketbab co uk 0870241182716 å 3 wk,ham
3168,that cool princess cover face hot sticki cum,ham
3169,big chic common declar,ham
3170,room number wanna make sure knock right door,ham
3171,yo chad gymnast class wanna take site say christian class full,ham
3172,cal sir meet,spam
3173,true dear sat pray even felt sm time,ham
3174,usual take fifteen fuck minut respond ye question,spam
3175,what staff name take class us,ham
3176,im gonna miss u much,ham
3177,stay town,ham
3178,haha yeah see sec,ham
3179,say lt gt year old man money last lt gt still wait check,ham
3180,hi home calicut,ham
3182,da al r lt gt,ham
3183,pleas tell special stock talk,ham
3184,aight well keep inform,ham
3186,hungri gay guy feel hungri 4 call 08718730555 10p min stop text call 08712460324 10p min,ham
3187,watch tv got new job,spam
3188,alreadi one guy love,ham
3189,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay,ham
3190,u rememb old commerci,spam
3191,ye small kid boost secret energi,ham
3192,also didnt get na hi hi hi hi hi,ham
3193,borrow ur bag ok,ham
3196,bu leav lt gt,ham
3198,special,ham
3201,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,ham
3202,im sorri bout last nite wasnåõt ur fault spous pmt sumthin u 4give think u shldxxxx,ham
3203,sorri call later,ham
3204,urgent tri contact last weekend draw show u å 1000 prize guarante call 09064017295 claim code k52 valid 12hr 150p pm,ham
3205,see prolli yeah,ham
3206,burger king wanna play footi top stadium get 2 burger king 1st sept go larg super coca cola walk winner,ham
3209,sent lanr fakey eckankar detail mail box,ham
3210,anyth lor u decid,ham
3212,said right giggl saw u would possibl first person2di nvq think much could,ham
3213,next lt gt hour imma flip shit,ham
3215,sorri da thangam mistak,spam
3216,k give sec break lt gt cstore,ham
3218,get garden readi summer free select summer bulb seed worth å 33 50 scotsman saturday stop go2 notxt co uk,ham
